trade_id,pocket,strategy,reason,entry_time,close_time,loss_pips,stop_dist_pips,future_move_5,future_move_15,future_move_30,future_move_60,recovered_5,recovered_15,recovered_30,recovered_60
93601,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T00:35:03.608456+00:00,2025-10-15T00:35:18.669195+00:00,2.5000000000005684,2.5000000000005684,2.199999999999136,12.700000000000955,12.700000000000955,30.60000000000116,True,True,True,True
93611,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T00:36:03.594928+00:00,2025-10-15T00:36:19.818989+00:00,2.7999999999991587,2.7999999999991587,1.4000000000010004,12.800000000001432,15.800000000001546,30.700000000001637,True,True,True,True
93625,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T00:38:07.300423+00:00,2025-10-15T00:42:13.046992+00:00,3.499999999999659,3.499999999999659,11.600000000001387,11.600000000001387,20.100000000002183,29.50000000000159,True,True,True,True
93617,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T00:37:08.402863+00:00,2025-10-15T00:42:29.281126+00:00,2.7000000000015234,2.7000000000015234,9.399999999999409,9.399999999999409,17.900000000000205,27.299999999999613,True,True,True,True
93635,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T00:43:03.493600+00:00,2025-10-15T00:43:06.442048+00:00,1.9000000000005457,1.9000000000005457,5.500000000000682,5.500000000000682,14.000000000001478,23.400000000000887,True,True,True,True
93621,micro,BB_RSI,STOP_LOSS_ORDER,2025-10-15T00:37:18.308148+00:00,2025-10-15T00:45:54.838423+00:00,9.600000000000364,9.600000000000364,3.499999999999659,3.499999999999659,15.399999999999636,21.399999999999864,True,True,True,True
93641,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T00:44:08.226224+00:00,2025-10-15T00:45:54.838423+00:00,2.400000000000091,2.400000000000091,3.499999999999659,3.499999999999659,15.399999999999636,21.399999999999864,True,True,True,True
93645,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T00:45:03.951563+00:00,2025-10-15T00:45:54.838423+00:00,2.600000000001046,2.600000000001046,3.499999999999659,3.499999999999659,15.399999999999636,21.399999999999864,True,True,True,True
93655,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T00:46:03.918926+00:00,2025-10-15T00:46:04.935451+00:00,2.7000000000015234,2.7000000000015234,-5.800000000002115,-4.000000000002046,14.19999999999959,17.799999999999727,False,False,True,True
93681,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T01:07:03.620624+00:00,2025-10-15T01:07:16.779246+00:00,2.5000000000005684,2.5000000000005684,4.500000000001592,13.900000000001,13.900000000001,25.7000000000005,True,True,True,True
93687,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T01:08:03.515228+00:00,2025-10-15T01:09:10.321298+00:00,3.0000000000001137,3.0000000000001137,3.6000000000001364,12.999999999999545,12.999999999999545,31.000000000000227,True,True,True,True
93691,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T01:09:04.467424+00:00,2025-10-15T01:09:45.021217+00:00,3.0000000000001137,3.0000000000001137,2.200000000001978,11.600000000001387,11.600000000001387,29.60000000000207,True,True,True,True
93707,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T01:12:05.027776+00:00,2025-10-15T01:12:42.329113+00:00,2.2999999999996135,2.2999999999996135,7.099999999999795,10.699999999999932,10.699999999999932,28.79999999999825,True,True,True,True
93703,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T01:11:04.077204+00:00,2025-10-15T01:12:58.912477+00:00,2.899999999999636,2.899999999999636,6.499999999999773,10.099999999999909,10.099999999999909,28.199999999998226,True,True,True,True
93699,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T01:10:03.142151+00:00,2025-10-15T01:15:40.372531+00:00,2.899999999999636,2.899999999999636,6.700000000000728,7.800000000000296,7.800000000000296,27.50000000000057,True,True,True,True
93715,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T01:13:03.784679+00:00,2025-10-15T01:15:40.383672+00:00,2.7999999999991587,2.7999999999991587,6.30000000000166,7.400000000001228,7.400000000001228,27.1000000000015,True,True,True,True
93725,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T01:16:04.096217+00:00,2025-10-15T01:16:26.750487+00:00,2.9999999999972715,2.9999999999972715,5.000000000001137,5.200000000002092,5.200000000002092,27.000000000001023,True,True,True,True
93731,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T01:19:04.653687+00:00,2025-10-15T01:19:44.014857+00:00,2.5999999999982037,2.5999999999982037,1.6000000000019554,1.6000000000019554,1.6000000000019554,23.400000000000887,True,True,True,True
93737,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T01:20:03.865229+00:00,2025-10-15T01:21:13.308582+00:00,2.899999999999636,2.899999999999636,0.7000000000005002,0.7000000000005002,0.7000000000005002,22.49999999999943,True,True,True,True
93741,scalp,ScalpMeanRevert,STOP_LOSS_ORDER,2025-10-15T01:21:07.736760+00:00,2025-10-15T01:21:49.602894+00:00,2.400000000000091,2.400000000000091,0.40000000000190994,0.40000000000190994,0.40000000000190994,22.20000000000084,True,True,True,True
