id,close_time,pl_pips,pocket,strategy,cum_pips,drawdown
1,2025-09-04 10:05:00+00:00,-5.0,micro,BB_RSI,-5.0,0.0
2,2025-09-04 12:00:00+00:00,30.0,macro,Donchian55,25.0,0.0
100,2025-09-23 03:56:54.197434+00:00,0.899999999998613,macro,TrendMA,25.899999999998613,0.0
104,2025-09-23 17:51:14.755608+00:00,1.1000000000024102,macro,TrendMA,27.000000000001023,0.0
103,2025-09-23 18:17:04.748712+00:00,1.2000000000000455,macro,TrendMA,28.20000000000107,0.0
99,2025-09-24 08:30:42.787521+00:00,58.799999999999386,macro,TrendMA,87.00000000000045,0.0
105,2025-09-24 13:42:31.820235+00:00,133.10000000000173,macro,TrendMA,220.10000000000218,0.0
106,2025-09-24 13:43:59.827472+00:00,133.0999999999989,macro,TrendMA,353.20000000000107,0.0
98,2025-09-25 00:17:34.364098+00:00,9.100000000000819,macro,TrendMA,362.3000000000019,0.0
92,2025-09-25 12:56:47.360367+00:00,1.0000000000019327,macro,TrendMA,363.3000000000038,0.0
95,2025-09-25 13:07:01.899061+00:00,0.9999999999990905,macro,TrendMA,364.3000000000029,0.0
94,2025-09-25 13:07:45.045354+00:00,0.9999999999990905,macro,TrendMA,365.300000000002,0.0
96,2025-09-25 13:19:02.552816+00:00,0.9999999999990905,macro,TrendMA,366.3000000000011,0.0
89,2025-09-25 14:07:30.673205+00:00,0.9999999999990905,macro,TrendMA,367.3000000000002,0.0
97,2025-09-25 23:30:09.014701+00:00,97.10000000000036,macro,TrendMA,464.40000000000055,0.0
87,2025-09-26 12:49:16.755991+00:00,1.0000000000019327,macro,TrendMA,465.4000000000025,0.0
86,2025-09-26 13:04:03.503338+00:00,1.0000000000019327,macro,TrendMA,466.4000000000044,0.0
59,2025-09-28 23:21:32.920986+00:00,-52.499999999997726,macro,TrendMA,413.9000000000067,-52.499999999997726
88,2025-09-28 23:21:39.096547+00:00,1.0000000000019327,macro,TrendMA,414.9000000000086,-51.499999999995794
91,2025-09-29 00:01:40.531502+00:00,1.0000000000019327,macro,TrendMA,415.90000000001055,-50.49999999999386
90,2025-09-29 00:01:44.798543+00:00,0.899999999998613,macro,TrendMA,416.80000000000916,-49.59999999999525
93,2025-09-29 00:05:28.778341+00:00,0.9999999999990905,macro,TrendMA,417.80000000000825,-48.59999999999616
41,2025-09-29 00:43:35.686738+00:00,-51.00000000000193,macro,TrendMA,366.8000000000063,-99.59999999999809
40,2025-09-29 00:48:39.664013+00:00,-52.00000000000102,macro,TrendMA,314.8000000000053,-151.5999999999991
38,2025-09-29 22:04:11.437245+00:00,-34.70000000000084,macro,TrendMA,280.10000000000446,-186.29999999999995
37,2025-09-29 22:27:06.787517+00:00,-36.89999999999998,macro,TrendMA,243.20000000000448,-223.19999999999993
36,2025-09-29 22:50:06.006214+00:00,-34.900000000001796,macro,TrendMA,208.30000000000268,-258.1000000000017
35,2025-09-29 23:20:06.701475+00:00,-41.30000000000109,macro,TrendMA,167.0000000000016,-299.4000000000028
34,2025-09-29 23:26:05.980312+00:00,-44.80000000000075,macro,TrendMA,122.20000000000084,-344.20000000000357
33,2025-09-29 23:48:10.573538+00:00,-26.800000000000068,macro,TrendMA,95.40000000000077,-371.00000000000364
14,2025-09-29 23:53:30.325284+00:00,-10.499999999998977,macro,TrendMA,84.9000000000018,-381.5000000000026
13,2025-09-30 01:14:09.951329+00:00,-9.600000000000364,macro,TrendMA,75.30000000000143,-391.100000000003
10,2025-09-30 01:54:47.210692+00:00,-11.899999999999977,macro,TrendMA,63.400000000001455,-403.00000000000296
11,2025-09-30 01:54:47.210692+00:00,-11.7999999999995,macro,TrendMA,51.600000000001955,-414.80000000000246
12,2025-09-30 02:01:29.729436+00:00,-10.3999999999985,macro,TrendMA,41.200000000003456,-425.20000000000095
9,2025-09-30 03:50:01.470174+00:00,9.499999999999886,macro,TrendMA,50.70000000000334,-415.70000000000107
7,2025-09-30 03:50:10.444979+00:00,9.600000000000364,macro,TrendMA,60.300000000003706,-406.1000000000007
6,2025-09-30 03:50:10.444979+00:00,9.700000000000841,macro,TrendMA,70.00000000000455,-396.39999999999986
5,2025-09-30 03:50:10.444979+00:00,9.700000000000841,macro,TrendMA,79.70000000000539,-386.699999999999
8,2025-09-30 03:50:19.804023+00:00,9.699999999997999,macro,TrendMA,89.40000000000339,-377.000000000001
4,2025-09-30 04:26:20.725998+00:00,9.700000000000841,macro,TrendMA,99.10000000000423,-367.3000000000002
3,2025-09-30 04:26:45.002486+00:00,9.600000000000364,macro,TrendMA,108.7000000000046,-357.6999999999998
417,2025-09-30 05:16:37.910003+00:00,9.000000000000341,macro,TrendMA,117.70000000000493,-348.6999999999995
416,2025-09-30 05:16:37.920331+00:00,9.599999999997522,macro,TrendMA,127.30000000000246,-339.10000000000196
413,2025-09-30 05:20:57.339194+00:00,9.600000000000364,macro,TrendMA,136.90000000000282,-329.5000000000016
415,2025-09-30 05:21:54.668597+00:00,9.700000000000841,macro,TrendMA,146.60000000000366,-319.80000000000075
414,2025-09-30 05:27:16.398441+00:00,9.799999999998477,macro,TrendMA,156.40000000000214,-310.0000000000023
412,2025-09-30 06:32:14.181024+00:00,9.600000000000364,macro,TrendMA,166.0000000000025,-300.4000000000019
411,2025-09-30 06:33:46.350492+00:00,9.300000000001774,macro,TrendMA,175.30000000000427,-291.10000000000014
410,2025-09-30 07:18:34.504440+00:00,8.70000000000175,macro,TrendMA,184.00000000000603,-282.3999999999984
409,2025-09-30 07:41:50.813914+00:00,-10.500000000001819,macro,TrendMA,173.5000000000042,-292.9000000000002
407,2025-09-30 07:56:23.435283+00:00,-9.499999999999886,macro,TrendMA,164.00000000000432,-302.4000000000001
408,2025-09-30 08:08:52.070309+00:00,10.099999999999909,macro,TrendMA,174.10000000000423,-292.3000000000002
406,2025-09-30 08:15:18.187136+00:00,9.600000000000364,macro,TrendMA,183.7000000000046,-282.6999999999998
405,2025-09-30 08:16:03.914584+00:00,9.800000000001319,macro,TrendMA,193.5000000000059,-272.8999999999985
399,2025-09-30 09:32:39.403964+00:00,-10.3999999999985,macro,TrendMA,183.1000000000074,-283.299999999997
400,2025-09-30 09:32:39.623692+00:00,-9.399999999999409,macro,TrendMA,173.700000000008,-292.6999999999964
402,2025-09-30 09:55:00.231489+00:00,-10.599999999999454,macro,TrendMA,163.10000000000855,-303.29999999999586
403,2025-09-30 10:14:20.947252+00:00,-10.3999999999985,macro,TrendMA,152.70000000001005,-313.69999999999436
401,2025-09-30 10:14:20.947252+00:00,-10.3999999999985,macro,TrendMA,142.30000000001155,-324.09999999999286
397,2025-09-30 10:43:51.369854+00:00,-10.400000000001342,macro,TrendMA,131.9000000000102,-334.4999999999942
404,2025-09-30 10:48:20.814993+00:00,-10.699999999999932,macro,TrendMA,121.20000000001028,-345.19999999999413
396,2025-09-30 12:48:05.021274+00:00,9.000000000000341,macro,TrendMA,130.20000000001062,-336.1999999999938
392,2025-09-30 13:08:02.993608+00:00,-11.400000000000432,macro,TrendMA,118.80000000001019,-347.5999999999942
391,2025-09-30 13:08:27.412491+00:00,-10.300000000000864,macro,TrendMA,108.50000000000932,-357.8999999999951
393,2025-09-30 13:08:27.866045+00:00,-10.499999999998977,macro,TrendMA,98.00000000001035,-368.39999999999407
394,2025-09-30 13:26:03.010180+00:00,-9.300000000001774,macro,TrendMA,88.70000000000857,-377.69999999999584
395,2025-09-30 13:48:25.909535+00:00,9.100000000000819,macro,TrendMA,97.80000000000939,-368.599999999995
390,2025-09-30 13:49:20.214028+00:00,9.600000000000364,macro,TrendMA,107.40000000000975,-358.99999999999466
387,2025-09-30 13:59:30.889338+00:00,-10.499999999998977,macro,TrendMA,96.90000000001078,-369.49999999999363
388,2025-09-30 14:00:05.632170+00:00,-11.700000000001864,macro,TrendMA,85.20000000000891,-381.1999999999955
386,2025-09-30 14:00:05.632170+00:00,-10.000000000002274,macro,TrendMA,75.20000000000664,-391.1999999999978
389,2025-09-30 14:00:24.409209+00:00,-10.599999999999454,macro,TrendMA,64.60000000000719,-401.7999999999972
384,2025-09-30 14:17:44.678299+00:00,-9.200000000001296,macro,TrendMA,55.40000000000589,-410.9999999999985
385,2025-09-30 14:17:58.616954+00:00,-11.899999999999977,macro,TrendMA,43.50000000000591,-422.8999999999985
383,2025-09-30 14:57:22.671939+00:00,8.70000000000175,macro,TrendMA,52.20000000000766,-414.19999999999675
382,2025-09-30 14:57:38.162941+00:00,9.499999999999886,macro,TrendMA,61.70000000000755,-404.69999999999686
381,2025-09-30 15:07:43.787082+00:00,-11.199999999999477,macro,TrendMA,50.50000000000807,-415.89999999999634
380,2025-09-30 15:07:43.787082+00:00,-11.000000000001364,macro,TrendMA,39.50000000000671,-426.8999999999977
379,2025-09-30 16:43:00.083555+00:00,9.000000000000341,macro,TrendMA,48.50000000000705,-417.89999999999736
378,2025-09-30 16:52:55.182276+00:00,9.800000000001319,macro,TrendMA,58.30000000000837,-408.09999999999604
375,2025-09-30 17:34:31.491254+00:00,-11.499999999998067,macro,TrendMA,46.8000000000103,-419.5999999999941
376,2025-09-30 17:47:14.517458+00:00,-10.299999999998022,macro,TrendMA,36.50000000001228,-429.89999999999213
377,2025-09-30 17:48:47.443456+00:00,-10.699999999999932,macro,TrendMA,25.800000000012346,-440.59999999999206
372,2025-09-30 23:44:03.944340+00:00,-11.400000000000432,macro,TrendMA,14.400000000011914,-451.9999999999925
374,2025-09-30 23:46:13.148568+00:00,-9.699999999997999,macro,TrendMA,4.700000000013915,-461.6999999999905
373,2025-09-30 23:53:13.018637+00:00,-10.80000000000041,macro,TrendMA,-6.099999999986494,-472.4999999999909
371,2025-10-01 01:36:08.447123+00:00,9.600000000000364,macro,TrendMA,3.50000000001387,-462.89999999999054
370,2025-10-01 01:56:08.890320+00:00,9.600000000000364,macro,TrendMA,13.100000000014234,-453.2999999999902
369,2025-10-01 02:02:53.449440+00:00,9.600000000000364,macro,TrendMA,22.700000000014597,-443.6999999999898
367,2025-10-01 03:32:32.246186+00:00,-10.3999999999985,macro,TrendMA,12.300000000016098,-454.0999999999883
368,2025-10-01 04:23:37.540354+00:00,10.099999999999909,macro,TrendMA,22.400000000016007,-443.9999999999884
366,2025-10-01 04:32:58.781154+00:00,9.799999999998477,macro,TrendMA,32.200000000014484,-434.1999999999899
364,2025-10-01 04:51:07.838724+00:00,10.000000000002274,macro,TrendMA,42.20000000001676,-424.19999999998765
365,2025-10-01 04:51:13.331059+00:00,9.700000000000841,macro,TrendMA,51.9000000000176,-414.4999999999868
363,2025-10-01 04:51:57.174462+00:00,10.200000000000387,macro,TrendMA,62.100000000017985,-404.2999999999864
362,2025-10-01 04:51:58.877368+00:00,8.799999999999386,macro,TrendMA,70.90000000001737,-395.49999999998704
361,2025-10-01 05:00:09.689776+00:00,8.600000000001273,macro,TrendMA,79.50000000001864,-386.89999999998577
360,2025-10-01 06:01:03.603745+00:00,9.700000000000841,macro,TrendMA,89.20000000001949,-377.1999999999849
359,2025-10-01 06:06:20.909034+00:00,9.600000000000364,macro,TrendMA,98.80000000001985,-367.59999999998456
358,2025-10-01 06:07:00.262966+00:00,9.599999999997522,macro,TrendMA,108.40000000001737,-357.99999999998704
356,2025-10-01 06:36:30.644622+00:00,10.099999999999909,macro,TrendMA,118.50000000001728,-347.89999999998713
357,2025-10-01 06:37:28.064825+00:00,11.199999999999477,macro,TrendMA,129.70000000001676,-336.69999999998765
355,2025-10-01 06:43:06.782764+00:00,9.699999999997999,macro,TrendMA,139.40000000001476,-326.99999999998965
353,2025-10-01 06:56:25.714209+00:00,-10.499999999998977,macro,TrendMA,128.90000000001578,-337.49999999998863
352,2025-10-01 07:03:30.049449+00:00,9.800000000001319,macro,TrendMA,138.7000000000171,-327.6999999999873
354,2025-10-01 07:13:08.817617+00:00,8.500000000000796,macro,TrendMA,147.2000000000179,-319.1999999999865
351,2025-10-01 07:27:41.307386+00:00,-10.599999999999454,macro,TrendMA,136.60000000001844,-329.79999999998597
350,2025-10-01 08:17:40.264299+00:00,9.600000000000364,macro,TrendMA,146.2000000000188,-320.1999999999856
349,2025-10-01 08:17:42.895983+00:00,10.200000000000387,macro,TrendMA,156.4000000000192,-309.9999999999852
348,2025-10-01 08:36:25.042519+00:00,9.999999999999432,macro,TrendMA,166.40000000001862,-299.9999999999858
346,2025-10-01 08:39:30.609197+00:00,9.999999999999432,macro,TrendMA,176.40000000001805,-289.99999999998636
347,2025-10-01 08:39:30.609197+00:00,10.599999999999454,macro,TrendMA,187.0000000000175,-279.3999999999869
345,2025-10-01 08:41:57.676796+00:00,-10.599999999999454,macro,TrendMA,176.40000000001805,-289.99999999998636
344,2025-10-01 09:50:39.163841+00:00,-11.000000000001364,macro,TrendMA,165.4000000000167,-300.9999999999877
341,2025-10-01 12:00:00.370233+00:00,9.600000000000364,macro,TrendMA,175.00000000001705,-291.39999999998736
343,2025-10-01 12:00:02.473120+00:00,9.600000000000364,macro,TrendMA,184.60000000001742,-281.799999999987
342,2025-10-01 12:15:47.251933+00:00,10.699999999999932,macro,TrendMA,195.30000000001735,-271.09999999998706
339,2025-10-01 12:15:47.251933+00:00,10.500000000001819,macro,TrendMA,205.80000000001917,-260.59999999998524
340,2025-10-01 12:15:47.262658+00:00,9.700000000000841,macro,TrendMA,215.50000000002,-250.8999999999844
338,2025-10-01 12:20:29.482856+00:00,-10.899999999998045,macro,TrendMA,204.60000000002196,-261.79999999998245
337,2025-10-01 12:20:38.544232+00:00,-7.499999999998863,macro,TrendMA,197.1000000000231,-269.2999999999813
335,2025-10-01 12:35:27.930325+00:00,-9.600000000000364,macro,TrendMA,187.50000000002274,-278.8999999999817
334,2025-10-01 12:37:32.378302+00:00,-10.900000000000887,macro,TrendMA,176.60000000002185,-289.79999999998256
336,2025-10-01 12:37:32.822236+00:00,-9.000000000000341,macro,TrendMA,167.6000000000215,-298.7999999999829
332,2025-10-01 13:15:03.175412+00:00,-11.7999999999995,macro,TrendMA,155.800000000022,-310.5999999999824
333,2025-10-01 13:15:03.222270+00:00,-9.999999999999432,macro,TrendMA,145.80000000002258,-320.59999999998183
331,2025-10-01 13:15:03.222270+00:00,-7.599999999999341,macro,TrendMA,138.20000000002324,-328.1999999999812
329,2025-10-01 13:32:03.649715+00:00,9.499999999999886,macro,TrendMA,147.70000000002312,-318.6999999999813
330,2025-10-01 13:32:03.819656+00:00,9.600000000000364,macro,TrendMA,157.3000000000235,-309.0999999999809
328,2025-10-01 13:38:09.474146+00:00,-11.199999999999477,macro,TrendMA,146.100000000024,-320.2999999999804
327,2025-10-01 13:38:27.684449+00:00,-9.999999999999432,macro,TrendMA,136.10000000002458,-330.29999999997983
325,2025-10-01 14:00:02.984906+00:00,-11.7999999999995,macro,TrendMA,124.30000000002508,-342.09999999997933
326,2025-10-01 14:00:03.350937+00:00,-11.899999999999977,macro,TrendMA,112.4000000000251,-353.9999999999793
324,2025-10-01 14:45:14.771438+00:00,9.600000000000364,macro,TrendMA,122.00000000002547,-344.39999999997895
323,2025-10-01 14:45:39.096064+00:00,8.29999999999984,macro,TrendMA,130.3000000000253,-336.0999999999791
321,2025-10-01 16:18:02.138270+00:00,-10.999999999998522,macro,TrendMA,119.30000000002678,-347.0999999999776
322,2025-10-01 16:18:02.162637+00:00,-10.300000000000864,macro,TrendMA,109.00000000002592,-357.3999999999785
318,2025-10-01 18:01:28.990814+00:00,-10.500000000001819,macro,TrendMA,98.5000000000241,-367.8999999999803
320,2025-10-01 18:28:53.453049+00:00,9.000000000000341,macro,TrendMA,107.50000000002444,-358.89999999997997
319,2025-10-01 18:30:51.750345+00:00,9.599999999997522,macro,TrendMA,117.10000000002196,-349.29999999998245
316,2025-10-01 19:28:29.515046+00:00,-10.400000000001342,macro,TrendMA,106.70000000002062,-359.6999999999838
315,2025-10-01 22:43:07.015207+00:00,9.600000000000364,macro,TrendMA,116.30000000002099,-350.0999999999834
308,2025-10-01 23:59:09.549547+00:00,-10.400000000001342,macro,TrendMA,105.90000000001965,-360.49999999998477
307,2025-10-01 23:59:15.417156+00:00,-10.499999999998977,macro,TrendMA,95.40000000002067,-370.99999999998374
311,2025-10-02 00:00:08.968090+00:00,-10.3999999999985,macro,TrendMA,85.00000000002217,-381.39999999998224
309,2025-10-02 00:00:30.571430+00:00,-10.499999999998977,macro,TrendMA,74.50000000002319,-391.8999999999812
310,2025-10-02 00:00:30.571430+00:00,-10.400000000001342,macro,TrendMA,64.10000000002185,-402.29999999998256
312,2025-10-02 00:00:43.799023+00:00,-10.999999999998522,macro,TrendMA,53.10000000002333,-413.2999999999811
313,2025-10-02 00:05:47.946252+00:00,-10.3999999999985,macro,TrendMA,42.70000000002483,-423.6999999999796
314,2025-10-02 00:05:47.956275+00:00,-11.000000000001364,macro,TrendMA,31.700000000023465,-434.69999999998095
317,2025-10-02 00:05:47.968689+00:00,-10.799999999997567,macro,TrendMA,20.900000000025898,-445.4999999999785
304,2025-10-02 01:25:12.706263+00:00,11.100000000001842,macro,TrendMA,32.00000000002774,-434.39999999997667
